,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-10-01 10:10:00,49707,1886
1,Bayern,2020-10-01 10:10:00,68482,2663
2,Berlin,2020-10-01 10:10:00,14788,228
3,Branden­burg,2020-10-01 10:10:00,4300,169
4,Bremen,2020-10-01 10:10:00,2471,59
5,Hamburg,2020-10-01 10:10:00,7896,271
6,Hessen,2020-10-01 10:10:00,19089,551
7,Meck­lenburg- Vor­pommern,2020-10-01 10:10:00,1195,20
8,Nieder­sachsen,2020-10-01 10:10:00,20290,685
9,Nord­rhein-West­falen,2020-10-01 10:10:00,70580,1880
10,Rhein­land-Pfalz,2020-10-01 10:10:00,10740,255
11,Saarland,2020-10-01 10:10:00,3315,177
12,Sachsen,2020-10-01 10:10:00,7288,235
13,Sachsen-Anhalt,2020-10-01 10:10:00,2654,68
14,Schles­wig-Holstein,2020-10-01 10:10:00,4821,162
15,Thüringen,2020-10-01 10:10:00,4106,191
16,Gesamt,2020-10-01 10:10:00,291722,9500
