,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-04 10:10:00,37455,1847
1,Bayern,2020-08-04 10:10:00,51279,2623
2,Berlin,2020-08-04 10:10:00,9367,223
3,Branden­burg,2020-08-04 10:10:00,3579,168
4,Bremen,2020-08-04 10:10:00,1787,56
5,Hamburg,2020-08-04 10:10:00,5444,261
6,Hessen,2020-08-04 10:10:00,12199,521
7,Meck­lenburg- Vor­pommern,2020-08-04 10:10:00,880,20
8,Nieder­sachsen,2020-08-04 10:10:00,14634,653
9,Nord­rhein-West­falen,2020-08-04 10:10:00,49727,1744
10,Rhein­land-Pfalz,2020-08-04 10:10:00,7583,239
11,Saarland,2020-08-04 10:10:00,2886,174
12,Sachsen,2020-08-04 10:10:00,5548,225
13,Sachsen-Anhalt,2020-08-04 10:10:00,2034,64
14,Schles­wig-Holstein,2020-08-04 10:10:00,3494,156
15,Thüringen,2020-08-04 10:10:00,3385,182
16,Gesamt,2020-08-04 10:10:00,211281,9156
