,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-04-24 10:10:00,29792,1153
1,Bayern,2020-04-24 10:10:00,39939,1525
2,Berlin,2020-04-24 10:10:00,5459,112
3,Brandenburg,2020-04-24 10:10:00,2536,90
4,Bremen,2020-04-24 10:10:00,707,27
5,Hamburg,2020-04-24 10:10:00,4358,122
6,Hessen,2020-04-24 10:10:00,7712,296
7,Mecklenburg- Vor­pommern,2020-04-24 10:10:00,661,16
8,Niedersachsen,2020-04-24 10:10:00,9544,364
9,Nordrhein-West­falen,2020-04-24 10:10:00,31106,1052
10,Rhein­land-Pfalz,2020-04-24 10:10:00,5731,136
11,Saarland,2020-04-24 10:10:00,2445,105
12,Sachsen,2020-04-24 10:10:00,4377,135
13,Sachsen-Anhalt,2020-04-24 10:10:00,1436,35
14,Schles­wig-Holstein,2020-04-24 10:10:00,2557,88
15,Thüringen,2020-04-24 10:10:00,2023,65
16,Gesamt,2020-04-24 10:10:00,150383,5321
