,Bundesland,date,confirmed,deaths
0,Baden-Württem­berg,2020-08-22 16:10:00,39829,1862
1,Bayern,2020-08-22 16:10:00,54817,2633
2,Berlin,2020-08-22 16:10:00,10655,226
3,Branden­burg,2020-08-22 16:10:00,3784,169
4,Bremen,2020-08-22 16:10:00,1893,56
5,Hamburg,2020-08-22 16:10:00,6019,265
6,Hessen,2020-08-22 16:10:00,14409,528
7,Meck­lenburg- Vor­pommern,2020-08-22 16:10:00,989,20
8,Nieder­sachsen,2020-08-22 16:10:00,16019,659
9,Nord­rhein-West­falen,2020-08-22 16:10:00,56599,1797
10,Rhein­land-Pfalz,2020-08-22 16:10:00,8602,242
11,Saarland,2020-08-22 16:10:00,3055,174
12,Sachsen,2020-08-22 16:10:00,5806,225
13,Sachsen-Anhalt,2020-08-22 16:10:00,2170,65
14,Schles­wig-Holstein,2020-08-22 16:10:00,3890,160
15,Thüringen,2020-08-22 16:10:00,3546,186
16,Gesamt,2020-08-22 16:10:00,232082,9267
